sample,orig_idx,surr_mae,rcwa_mae,delta,amp,flagged,pretender,t1,t2,t3,t4,restart_loss_std,endpoint_spread_u
1,182,0.77,1.76,0.99,2.28,0,0,0,1,0,0,7.53e-05,1.188
2,366,0.53,2.67,2.14,5.03,0,0,1,1,0,0,1.88e-03,2.212
3,109,0.47,1.39,0.91,2.93,0,0,0,1,0,0,6.01e-04,1.823
4,437,0.66,3.80,3.13,5.73,0,0,1,1,0,0,1.89e-03,2.283
5,462,0.35,2.72,2.37,7.69,0,0,1,1,0,0,1.93e-04,1.924
6,22,1.07,1.59,0.51,1.48,0,0,0,1,0,0,4.34e-04,1.853
7,316,0.84,1.42,0.58,1.69,0,0,0,0,0,0,2.09e-04,1.842
8,420,0.15,0.98,0.82,6.32,0,0,1,0,0,0,1.64e-04,1.883
9,459,0.83,3.16,2.34,3.83,0,0,1,1,0,0,8.22e-04,1.777
10,97,0.50,1.67,1.18,3.37,0,0,1,1,0,0,1.78e-04,1.433
11,110,0.43,nan,nan,nan,0,0,0,1,0,0,3.24e-05,1.694
12,272,0.09,0.55,0.45,5.78,0,0,1,0,0,0,1.07e-04,1.882
13,35,0.23,3.98,3.74,16.92,1,0,1,1,0,0,8.56e-05,2.311
14,481,0.15,1.27,1.12,8.26,0,0,1,0,0,0,1.95e-04,1.813
15,237,0.55,2.96,2.41,5.34,0,0,1,1,0,0,1.52e-03,2.388
16,41,0.60,1.03,0.43,1.73,0,0,0,1,0,0,3.68e-04,1.457
17,320,0.12,2.42,2.30,20.94,0,0,1,1,0,0,1.60e-03,2.138
18,240,0.89,1.83,0.94,2.05,0,0,0,0,0,0,1.05e-03,1.563
19,6,0.22,5.32,5.10,24.61,1,1,1,1,0,0,3.13e-04,1.992
20,396,0.17,1.73,1.55,9.91,0,0,1,0,0,0,1.26e-04,2.179
